# entity id	tokens	
8243	2 445 11015 3
8244	2 9315 2320 11016 3
8245	2 11017 11018 3
8246	2 86 11019 1247 3
8247	2 1939 62 823 58 3
8248	2 86 4 2670 3
8249	2 11020 11 11021 7391 196 244 3
8250	2 11022 11023 3
8251	2 11024 1391 11025 3
8252	2 46 224 87 3
8253	2 11026 3
8254	2 2524 1216 11027 11028 3
8255	2 4655 2289 3
8256	2 50 2708 6765 11029 42 3
8257	2 1388 1617 54 4 10 11030 3
8258	2 11031 2952 3
8259	2 11032 11033 8360 3
8260	2 1168 189 11034 3
8261	2 1548 2192 3
8262	2 11035 11036 3
8263	2 11037 3
8264	2 11038 11039 3
8265	2 24 4 1820 59 4291 3
8266	2 903 11040 3
8267	2 274 11041 3
8268	2 830 2711 60 3
8269	2 11042 11043 39 11044 135 956 1044 3
8270	2 11045 3
8271	2 11046 58 3
8272	2 11047 73 368 313 3
8273	2 11048 3
8274	2 11049 2083 3
8275	2 545 785 3
8276	2 3877 11050 582 3
8277	2 11051 305 3
8278	2 1356 11052 9765 3
8279	2 11053 11054 11055 3
8280	2 2475 249 3536 3
8281	2 53 71 5 411 11056 71 1432 174 1992 3
8282	2 1019 7587 3
8283	2 1299 175 60 118 3
8284	2 721 2861 24 3
8285	2 11058 59 470 563 11059 3
8286	2 11060 73 210 3
8287	2 11061 11062 3
8288	2 436 1016 3
8289	2 434 423 3
8290	2 997 1018 36 25 6 7 304 3311 3
8291	2 4087 11064 3
8292	2 11065 7797 3
8293	2 11067 37 3
8294	2 11068 3
8295	2 2118 3720 3
8296	2 371 11069 3
8297	2 11070 11071 3
8298	2 11072 3
8299	2 11073 11074 3
8300	2 185 657 3
8301	2 138 181 11076 3
8302	2 11077 152 352 3
8303	2 5 369 4588 3
8304	2 272 1719 11078 3
8305	2 11079 3
8306	2 1236 11080 3
8307	2 935 11082 11083 3
8308	2 138 70 5031 1163 3
8309	2 11084 11085 11086 3
8310	2 11087 11088 3
8311	2 11089 11090 3
8312	2 1140 11091 3
8313	2 1621 716 3
8314	2 950 6542 3
8315	2 2409 9163 3
8316	2 371 11092 3
8317	2 11093 1104 3
8318	2 241 1081 24 3
8319	2 11094 3
8320	2 50 5618 33 13 20 760 132 41 3
8321	2 11095 368 313 3
8322	2 355 2075 3
8323	2 165 424 3
8324	2 138 11097 8448 3
8325	2 11098 2157 58 3
8326	2 1103 11099 3
8327	2 11102 1197 3
8328	2 472 21 3
8329	2 683 10874 3
8330	2 905 2130 674 882 3
8331	2 2358 11103 11104 3
8332	2 11105 86 3
8333	2 10224 10601 3
8334	2 5616 11106 3
8335	2 7 439 512 1609 107 3
8336	2 237 11107 3
8337	2 11108 305 3
8338	2 5 1510 4 11109 1417 4814 11110 3
8339	2 93 11111 1846 3
8340	2 3249 11112 3
8341	2 5049 11113 3
8342	2 11114 9601 3
8343	2 1236 11115 3
8344	2 5 11116 3
8345	2 11117 2719 7411 3
8346	2 589 11118 3
8347	2 11119 11120 3
8348	2 11121 3
8349	2 8656 11123 541 3
8350	2 11125 2838 2996 3
8351	2 2486 1223 11 10 11126 3
8352	2 361 3340 275 3
8353	2 881 695 3
8354	2 3050 6699 3
8355	2 11129 24 3
8356	2 8634 2091 3
8357	2 11131 127 3
8358	2 11132 62 2335 7314 3
8359	2 11133 4 1769 3
8360	2 11134 3
8361	2 366 928 36 686 3
8362	2 5 11135 11136 3
8363	2 592 11137 3
8364	2 322 11138 3
8365	2 3703 13 5947 11139 388 11140 11141 6 5190 3
8366	2 11142 4 10 291 264 11143 12 3
8367	2 11144 3
8368	2 7509 134 3
8369	2 11145 3
8370	2 11146 3
8371	2 1190 6281 11147 3
8372	2 11148 11149 3
8373	2 6466 1497 3
8374	2 267 1472 1540 3
8375	2 153 113 333 3
8376	2 11150 11151 3
8377	2 11152 3
8378	2 11153 3
8379	2 1221 764 11154 3
8380	2 11155 3
8381	2 11156 4546 3
8382	2 11157 53 3
8383	2 24 4 11158 3
8384	2 11159 3
8385	2 434 1656 768 2878 11161 3
8386	2 84 3561 11162 3
8387	2 138 27 1912 3
8388	2 11163 6972 11164 226 3
8389	2 358 11165 3
8390	2 760 375 16 6 172 11166 78 13 20 124 142 3
8391	2 11168 11169 12 3
8392	2 11170 11171 3
8393	2 11172 7875 9622 3
8394	2 11173 860 992 3
8395	2 11174 3
8396	2 113 6286 87 3
8397	2 11175 906 3
8398	2 11176 3
8399	2 11177 11178 11179 3
8400	2 5779 11180 3
8401	2 11181 3512 3
8402	2 11182 925 3
8403	2 5834 66 501 3
8404	2 190 11183 3336 3
8405	2 5 1698 13 5934 3
8406	2 11185 761 3
8407	2 11186 761 3
8408	2 318 1016 3
8409	2 11187 11188 3
8410	2 213 11189 3
8411	2 324 7361 3
8412	2 11190 11191 3
8413	2 11192 11193 3
8414	2 11195 225 3
8415	2 1220 298 3
8416	2 4407 11196 3
8417	2 199 4 10951 1226 24 3
8418	2 11197 3
8419	2 11199 3
8420	2 11200 918 3
8421	2 11201 4778 3
8422	2 11202 182 3
8423	2 11203 11204 3
8424	2 3794 1365 3
8425	2 2187 11205 2474 3
8426	2 291 1881 62 3
8427	2 11207 3
8428	2 24 4 61 3
8429	2 1985 11208 3
8430	2 24 674 11209 3
8431	2 179 1230 622 3
8432	2 533 11210 3
8433	2 4095 238 306 4 1222 3
8434	2 24 58 4892 3
8435	2 11212 3
8436	2 11214 24 327 3
8437	2 3118 24 3
8438	2 11215 271 20 4807 3
8439	2 7019 7019 1842 6872 3
8440	2 93 406 1959 1224 3
8441	2 477 10 1230 647 1870 12 3
8442	2 11216 665 1801 1285 3
8443	2 7064 363 3
8444	2 1398 11217 3420 6178 981 1618 3
8445	2 1037 352 3
8446	2 653 1155 3
8447	2 11219 3
8448	2 11220 11221 3
8449	2 296 150 11222 11223 3
8450	2 865 347 325 3
8451	2 3272 86 2095 3
8452	2 11225 691 3
8453	2 153 3308 3
8454	2 11226 11227 3
8455	2 1826 801 3
8456	2 6193 11228 3
8457	2 1281 1440 3
8458	2 403 1315 3
8459	2 27 11229 11230 3
8460	2 11231 5341 60 3
8461	2 11232 238 3
8462	2 11233 3
8463	2 5 11234 3
8464	2 2913 27 11235 3
8465	2 6724 8730 3
8466	2 8733 11237 3
8467	2 2616 1249 3
8468	2 165 405 1927 3
8469	2 2196 1850 3
8470	2 11239 11240 544 3
8471	2 26 58 925 3
8472	2 27 11242 3
8473	2 3755 1520 3
8474	2 484 4637 3
8475	2 2347 691 3
8476	2 4491 11243 3
8477	2 2848 8 6 7 92 82 3
8478	2 1478 11244 3
8479	2 899 5072 6317 3
8480	2 477 11246 11247 3
8481	2 11012 959 8345 11248 3
8482	2 11250 11251 3
8483	2 1008 11252 3
8484	2 93 11253 3
8485	2 2151 11254 3
8486	2 11255 3
8487	2 11256 106 3
8488	2 1602 2943 4 10 4746 586 3
8489	2 27 493 11257 3
8490	2 11259 11260 121 2289 3
8491	2 11261 3
8492	2 11262 3
8493	2 84 5090 87 3
8494	2 11263 11264 3
8495	2 11265 1524 3
8496	2 11266 2555 3
8497	2 11267 3
8498	2 11268 4 10 11269 11270 3
8499	2 1456 4 8141 3
8500	2 2051 11271 3
8501	2 11272 3
8502	2 11273 11274 4996 11275 3
8503	2 27 11276 3
8504	2 189 591 4206 3
8505	2 11277 636 3
8506	2 11278 8763 3
8507	2 11279 3
8508	2 7064 1269 3
8509	2 2417 9332 11280 3
8510	2 11282 182 3
8511	2 11283 3
8512	2 11284 5615 3
8513	2 11286 3
8514	2 5 1931 11288 283 3
8515	2 11289 1104 3
8516	2 11290 3
8517	2 11291 1785 693 306 3
8518	2 773 11292 11293 731 142 3
8519	2 715 8976 1023 3
8520	2 146 848 33 3
8521	2 1220 58 7788 3
8522	2 5123 274 3
8523	2 403 11294 3
8524	2 438 11295 4 198 3
8525	2 11296 11297 3
8526	2 376 6640 3
8527	2 402 308 11298 11299 3
8528	2 11300 4455 3
8529	2 9555 66 2777 3
8530	2 11301 3
8531	2 6521 62 3
8532	2 11302 3
8533	2 11303 3
8534	2 11304 783 3
8535	2 70 11305 3
8536	2 11306 3
8537	2 4600 11307 11308 3
8538	2 1624 1844 3
8539	2 846 1011 24 59 11309 11310 3
8540	2 11311 361 3
8541	2 6812 11312 18 3
8542	2 708 1412 11 575 268 3
8543	2 2681 16 6 22 2441 13 1156 350 3
8544	2 10201 196 2221 3
8545	2 11313 945 3
8546	2 4992 11314 3
8547	2 1094 1031 2168 18 3
8548	2 11315 59 24 4 2083 3
8549	2 831 921 11316 3
8550	2 5107 1222 6926 3
8551	2 11317 3
8552	2 11318 11319 3
8553	2 11320 24 3
8554	2 11322 906 1069 3
8555	2 1753 13 10 11323 4 4312 3
8556	2 4105 86 3
8557	2 11324 268 3
8558	2 11325 1519 3
8559	2 7258 66 738 3
8560	2 53 11326 3
8561	2 11327 2885 7748 3
8562	2 11329 4 99 11330 3
8563	2 11331 11332 3
8564	2 5299 368 313 3
8565	2 3355 73 542 493 3
8566	2 11333 1214 3
8567	2 11335 3
8568	2 143 11337 4402 3
8569	2 698 11339 3
8570	2 990 1626 7835 3
8571	2 1939 205 11342 3
8572	2 143 11343 13 10 19 23 3
8573	2 6769 6352 3
8574	2 371 11344 3
8575	2 11345 3
8576	2 11346 11347 3
8577	2 181 1282 3
8578	2 11348 11349 3
8579	2 3576 233 3
8580	2 11350 9814 3
8581	2 11351 3
8582	2 11352 3
8583	2 11353 11354 3
8584	2 264 6672 11355 3
8585	2 11356 5842 3
8586	2 4253 210 2273 11357 3
8587	2 7275 3167 3
8588	2 11358 13 11359 11360 3
8589	2 354 8464 3
8590	2 653 316 24 4 9597 3
8591	2 542 11362 11363 3
8592	2 9599 11364 3
8593	2 1055 1280 3
8594	2 236 637 11365 3
8595	2 11366 3
8596	2 965 11367 275 3
8597	2 3223 1885 232 3
8598	2 11368 3
8599	2 11369 4960 3
8600	2 8469 11371 3
8601	2 5 11372 3
8602	2 11374 11375 3
8603	2 842 2729 3
8604	2 11376 4 8863 3
8605	2 11377 4455 11378 3
8606	2 11379 4 11380 3
8607	2 11381 2885 3
8608	2 46 11382 880 11383 3
8609	2 11384 11385 11386 3
8610	2 2988 188 3
8611	2 870 1452 9039 3
8612	2 2681 8 6 7 2023 13 152 11388 1408 3
8613	2 260 706 4325 3
8614	2 11389 11390 3
8615	2 11392 96 984 3
8616	2 11393 11394 3
8617	2 600 11395 3
8618	2 131 1619 3
8619	2 11396 11397 3
8620	2 3389 11401 3
8621	2 980 11402 11403 87 3
8622	2 5794 2354 3
8623	2 11405 480 3
8624	2 11406 11407 3
8625	2 144 933 3
8626	2 1103 6572 3
8627	2 11408 11409 11410 3
8628	2 7275 2600 3
8629	2 11411 11412 3
8630	2 554 11413 3
8631	2 11414 3
8632	2 11415 205 4 1233 3
8633	2 904 36 11 314 352 3
8634	2 317 465 3548 3
8635	2 11416 11417 3
8636	2 11418 3
8637	2 426 11419 3
8638	2 2322 845 3
8639	2 151 11420 3
8640	2 11421 11160 142 3
8641	2 717 326 87 3
8642	2 2590 11422 196 244 3
8643	2 11423 3
8644	2 144 8 6 7 1203 4 20 155 3
8645	2 3840 66 1853 3
8646	2 62 24 4 26 224 59 11424 3
8647	2 86 1574 4 2910 3
8648	2 11425 5181 3
8649	2 11426 11427 3
8650	2 5 8901 1695 3
8651	2 722 6021 3
8652	2 2241 3572 3
8653	2 34 11429 11430 3
8654	2 5160 11431 3
8655	2 11432 3
8656	2 1173 11433 3
8657	2 11434 334 3
8658	2 1343 11435 3
8659	2 4372 11436 11437 3
8660	2 4963 11438 3
8661	2 560 11439 501 3
8662	2 11440 3
8663	2 11441 751 226 3
8664	2 11442 11443 3
8665	2 11444 10712 11 60 2221 3
8666	2 11446 11447 3
8667	2 459 4659 11448 3
8668	2 6309 3076 3
8669	2 181 11449 3
8670	2 11450 4455 3
8671	2 2205 2620 3
8672	2 1535 11451 3
8673	2 868 175 1569 118 3
8674	2 11452 591 3
8675	2 11453 3
8676	2 3051 11454 2458 3
8677	2 11455 3
8678	2 11456 3
8679	2 11457 3
8680	2 2982 11458 3
8681	2 11459 10291 3
8682	2 488 2479 11460 3336 3
8683	2 11461 501 3
8684	2 316 11462 3
8685	2 5615 480 3
8686	2 2059 62 24 3
8687	2 679 11464 3
8688	2 11465 39 3
8689	2 56 94 5986 3
8690	2 11467 11468 3
8691	2 260 1641 11469 3
8692	2 11470 11471 3
8693	2 320 3236 3
8694	2 591 11473 11474 3
8695	2 11475 3
8696	2 5 216 11476 3
8697	2 599 66 1732 3
8698	2 27 2227 2035 106 3
8699	2 26 259 62 58 3
8700	2 11477 18 3
8701	2 11478 3
8702	2 27 11479 3
8703	2 11480 1322 11 11481 352 3
8704	2 11482 232 3
8705	2 267 8327 66 210 3
8706	2 298 661 3
8707	2 11485 11486 3
8708	2 1320 11487 3
8709	2 11488 11489 3
8710	2 164 11490 3
8711	2 11491 3
8712	2 11492 11493 3
8713	2 150 11495 3
8714	2 11496 11497 3
8715	2 2781 242 11498 3
8716	2 11499 3
8717	2 93 849 425 3
8718	2 11500 11501 3
8719	2 722 11502 3
8720	2 11503 5373 10992 3
8721	2 11504 9245 3
8722	2 11505 71 10 11506 3
8723	2 801 66 4882 3
8724	2 11507 4882 3
8725	2 997 1018 36 25 6 7 45 3
8726	2 30 4 1638 353 5478 2487 3
8727	2 11508 6881 3
8728	2 11509 3
8729	2 11510 13 291 1929 3
8730	2 7 3234 107 3
8731	2 7 973 156 2530 64 3
8732	2 11511 11512 8 3
8733	2 11513 7023 3
8734	2 11515 11516 3
8735	2 1599 11517 3
8736	2 4176 2313 3
8737	2 11518 3
8738	2 11519 11520 3
8739	2 6140 2091 3
8740	2 72 306 4 124 3
8741	2 468 11521 210 3
8742	2 11522 7023 3
8743	2 5 11523 3
8744	2 4936 11524 3
8745	2 10040 24 4 3
8746	2 864 2939 674 169 3
8747	2 11525 11526 11527 3
8748	2 6447 11528 182 3
8749	2 11529 11530 714 3
8750	2 11241 128 3
8751	2 5070 2147 5 42 3
8752	2 6457 11531 3
8753	2 8742 11532 3
8754	2 70 11533 262 3
8755	2 144 8 6 7 64 75 20 1486 45 13 20 155 3
8756	2 210 58 4 549 71 11534 3
8757	2 568 96 3
8758	2 7543 8744 3
8759	2 7937 4348 3
8760	2 7546 238 1222 306 3
8761	2 11535 2988 6066 3
8762	2 274 11536 3
8763	2 181 27 8137 3
8764	2 2947 58 11537 644 3
8765	2 4280 11539 3
8766	2 138 1142 2390 3
8767	2 11540 11541 3
8768	2 2097 11542 3
8769	2 11544 11545 3
8770	2 1075 4906 2680 3
8771	2 50 11548 11549 325 3
8772	2 1171 11550 3
8773	2 387 58 7565 648 3
8774	2 11551 634 3
8775	2 681 7569 3
8776	2 11552 630 542 493 3
8777	2 4584 6613 3
8778	2 829 11 11553 11554 3
8779	2 11555 36 686 3
8780	2 5299 24 1815 644 3
8781	2 11556 3
8782	2 84 480 87 3
8783	2 11557 1224 3
8784	2 1014 4 11558 11 11559 11560 3
8785	2 11561 3
8786	2 174 53 2039 3
8787	2 53 11564 3
8788	2 445 3963 3
8789	2 7543 5404 3
8790	2 3840 1540 3935 3
8791	2 434 1960 555 11565 3
8792	2 733 18 3
8793	2 11566 11567 3
8794	2 2773 5015 3
8795	2 11568 1051 3
8796	2 1002 1792 37 11570 3
8797	2 544 71 544 11571 268 3
8798	2 11572 86 2204 3
8799	2 93 11573 3
8800	2 10599 246 1863 3
8801	2 11574 3
8802	2 295 2966 3
8803	2 11575 9152 3
8804	2 934 7 36 8 3
8805	2 1485 5182 288 498 3
8806	2 46 1789 3297 3
8807	2 401 3845 3
8808	2 892 1989 3
8809	2 211 11576 3
8810	2 179 11578 3
8811	2 3077 11579 3
8812	2 11580 11581 3
8813	2 656 1177 3
8814	2 600 11582 303 3
8815	2 24 4 99 11583 3
8816	2 737 11584 3
8817	2 11585 11586 3
8818	2 1504 24 3
8819	2 3110 11587 3
8820	2 11589 33 3
8821	2 11590 3
8822	2 73 4 5222 3
8823	2 11592 11593 3
8824	2 58 11594 3
8825	2 532 1039 11596 3
8826	2 127 11597 3
8827	2 154 1003 11598 2764 11599 3
8828	2 169 563 106 3
8829	2 11600 11 11601 175 60 118 3
8830	2 11602 1232 3
8831	2 11603 177 4 703 4367 3
8832	2 9196 11604 11605 11 3634 11336 1624 500 3
8833	2 11606 3
8834	2 8037 501 1082 3
8835	2 93 893 4786 3
8836	2 11607 362 3
8837	2 287 11340 3
8838	2 11608 11341 3
8839	2 455 3040 3
8840	2 436 11609 3
8841	2 11610 11611 11612 3
8842	2 11613 11614 4534 3
8843	2 7648 5676 3
8844	2 11615 11616 3
8845	2 11617 3
8846	2 383 11618 1989 3
8847	2 11619 3
8848	2 11620 11621 3
8849	2 3279 761 3
8850	2 137 4 7546 66 635 3
8851	2 282 374 152 1744 3
8852	2 11623 3
8853	2 9018 62 24 3
8854	2 146 561 1524 3
8855	2 11626 1472 5785 1903 121 6673 6017 11627 1570 121 11628 11629 11630 121 1531 11631 4389 11632 11633 11634 11635 6114 11636 3
8856	2 11637 3
8857	2 11638 11639 3
8858	2 11640 11641 3
8859	2 6001 121 8844 4082 3
8860	2 701 4 7843 3
8861	2 8134 189 11643 3
8862	2 11644 3
8863	2 11645 1785 3
8864	2 5 633 11646 11647 3
8865	2 11648 3
8866	2 11649 352 3
8867	2 8271 6605 3
8868	2 11650 4465 3
8869	2 1161 11651 633 1391 7668 3
8870	2 90 11652 3
8871	2 11653 26 660 3
8872	2 696 11654 3
8873	2 11655 5919 3
8874	2 267 11656 11657 3
8875	2 11659 11660 3
8876	2 7569 11661 3
8877	2 11662 58 3
8878	2 318 1232 11128 3
8879	2 11663 3
8880	2 8869 19 3
8881	2 11664 11665 3
8882	2 165 1373 3
8883	2 345 1226 3
8884	2 513 2220 1015 3
8885	2 1535 11666 3
8886	2 11667 11668 3
8887	2 11391 8669 3
8888	2 3588 888 306 3
8889	2 5847 3341 3
8890	2 154 11670 3
8891	2 443 11671 3
8892	2 11672 86 182 3
8893	2 716 11673 3
8894	2 11674 3
8895	2 11675 814 3
8896	2 864 58 4 42 11676 11 1151 4 2496 3
8897	2 11678 3
8898	2 11679 2001 3
8899	2 151 2075 87 3
8900	2 24 4 10258 3
8901	2 11681 182 3
8902	2 46 11682 3
8903	2 3355 86 327 2936 3
8904	2 31 8 6 7 128 88 705 1609 107 3
8905	2 11683 636 3
8906	2 27 893 4875 3
8907	2 11684 287 3
8908	2 11685 24 9246 3
8909	2 11686 11687 11688 3
8910	2 1483 791 11689 3
8911	2 11690 2307 3
8912	2 525 11691 3
8913	2 1747 11692 60 118 3
8914	2 11693 2036 3
8915	2 1528 11694 3
8916	2 174 1497 87 3
8917	2 11695 11696 11697 3
8918	2 644 66 1104 3
8919	2 516 11698 142 3
8920	2 11700 3
8921	2 72 11701 24 11702 3
8922	2 715 161 11703 674 882 3
8923	2 11704 1270 3
8924	2 5 5217 11705 6173 347 207 3
8925	2 11707 603 3
8926	2 355 636 85 3
8927	2 11708 2965 3
8928	2 11709 3
8929	2 3318 2114 4 1069 3
8930	2 285 11712 3
8931	2 34 11713 3
8932	2 213 791 1628 3
8933	2 46 2017 87 3
8934	2 174 3263 117 3
8935	2 11714 3
8936	2 11715 3
8937	2 11716 3
8938	2 11718 3
8939	2 2986 244 121 5929 3
8940	2 1613 11719 3
8941	2 31 8 6 7 11720 64 3
8942	2 5 11721 11722 3
8943	2 11723 3
8944	2 11724 3
8945	2 5515 11725 3
8946	2 2680 188 3
8947	2 11727 1758 3
8948	2 11728 3
8949	2 104 1310 8096 200 3
8950	2 143 9463 268 3
8951	2 3452 2978 10724 3
8952	2 179 11729 3
8953	2 11730 5251 3
8954	2 696 423 11731 117 3
8955	2 24 4 11732 11733 3
8956	2 9222 11734 3
8957	2 11735 321 1838 3
8958	2 11736 329 3
8959	2 11737 11738 11739 11740 3
8960	2 5168 67 3
8961	2 11741 8721 3
8962	2 4471 132 3
8963	2 7772 24 106 4 1086 1201 3
8964	2 3634 7565 3
8965	2 1571 352 4 947 3
8966	2 11742 11743 225 3
8967	2 11211 11744 3
8968	2 4883 86 4953 2680 3
8969	2 179 2131 3
8970	2 599 1597 3
8971	2 11746 200 4 3
8972	2 292 3510 3
8973	2 53 485 87 3
8974	2 11747 9337 3636 3
8975	2 291 1881 24 3
8976	2 11749 225 3
8977	2 90 11750 3
8978	2 11751 4458 11752 11753 3
8979	2 11754 11755 3
8980	2 11756 3665 3
8981	2 11757 681 11758 303 3
8982	2 11759 169 3
8983	2 9133 2985 3
8984	2 11760 11761 3
8985	2 2855 24 4 10 279 3
8986	2 5 73 24 3
8987	2 11762 11763 3
8988	2 260 11764 11765 3
8989	2 852 5377 3
8990	2 138 46 2272 3
8991	2 322 441 3718 3
8992	2 387 58 11766 11767 3
8993	2 84 2465 11768 3
8994	2 11770 7314 3
8995	2 279 2019 3
8996	2 11771 4073 3
8997	2 11772 3
8998	2 127 5886 3
8999	2 554 11773 815 2955 11774 5373 3
9000	2 11775 3
9001	2 150 11776 3
9002	2 11777 135 10 225 4 84 11778 3
9003	2 102 44 8 6 7 26 11779 3
9004	2 694 6435 3
9005	2 10333 106 11780 11781 3
9006	2 4009 1051 3
9007	2 11783 3
9008	2 11784 1270 3
9009	2 3648 2985 3
9010	2 11786 1557 3
9011	2 11787 11788 3
9012	2 11789 138 316 3
9013	2 90 11790 3
9014	2 11791 3
9015	2 1412 11792 3
9016	2 11794 68 3
9017	2 11795 1532 26 660 3
9018	2 24 94 279 1881 3
9019	2 11796 11797 3
9020	2 26 224 11798 3
9021	2 1656 11799 3
9022	2 200 4 772 8750 3
9023	2 27 11800 3
9024	2 3612 1798 3
9025	2 11801 10 1083 11538 11802 3
9026	2 11803 11804 3
9027	2 1079 11805 3
9028	2 1328 11806 3
9029	2 1491 921 3
9030	2 540 397 288 462 95 362 548 3
9031	2 11807 2555 3
9032	2 30 4 10152 5848 3
9033	2 127 11808 11 10 10352 3762 3
9034	2 1621 322 3
9035	2 31 8 6 7 529 512 1609 107 3
9036	2 11809 66 2620 3
9037	2 11810 53 3
9038	2 305 11811 352 3
9039	2 11812 210 3
9040	2 7411 188 3
9041	2 11813 11814 3
9042	2 171 11815 11816 3
9043	2 11817 3
9044	2 6783 11818 6905 3
9045	2 11820 541 3
9046	2 136 1671 761 3
9047	2 1057 129 3
9048	2 233 11 4292 11822 3
9049	2 768 11823 3
9050	2 5998 271 11824 271 1125 503 11825 3
9051	2 11826 11827 3
9052	2 30 4 11828 11829 67 2250 821 498 11830 3
9053	2 95 2402 707 336 11831 6 257 3
9054	2 27 8795 3297 3
9055	2 137 4 6518 66 635 3
9056	2 11833 11834 2672 3
9057	2 30 4 11835 188 2454 3
9058	2 11836 11837 11838 1820 3
9059	2 93 39 11839 3
9060	2 267 2358 11840 501 3
9061	2 11841 8556 3
9062	2 11842 4096 3
9063	2 321 11843 3
9064	2 11844 333 3
9065	2 11845 262 3
9066	2 415 9561 3
9067	2 11846 11847 7250 11848 3
9068	2 86 4 6378 3
9069	2 2159 11849 4240 3
9070	2 1651 791 11850 3
9071	2 554 11081 11851 11852 3
9072	2 387 24 2438 106 4 563 3
9073	2 864 246 4 152 3
9074	2 3502 542 493 3
9075	2 11853 19 368 313 3
9076	2 11854 4608 3
9077	2 11855 1100 3
9078	2 11857 170 11 240 58 3
9079	2 11859 3
9080	2 11860 5191 3
9081	2 267 11861 1501 3
9082	2 11862 4432 894 3
9083	2 681 11863 3
9084	2 8775 3490 11864 3
9085	2 3194 11865 3
9086	2 11866 870 11867 3
9087	2 11868 11869 11870 11871 3
9088	2 11872 4116 3
9089	2 11873 3
9090	2 6143 11874 121 11875 3
9091	2 11876 3
9092	2 144 8 6 7 8256 11877 3
9093	2 11878 3
9094	2 11879 11880 3
9095	2 611 706 87 3
9096	2 1789 2352 3
9097	2 11881 5682 3
9098	2 11882 11883 24 3
9099	2 746 67 69 3
9100	2 11884 6551 71 11885 3
9101	2 11886 11887 3
9102	2 11888 3
9103	2 11889 3
9104	2 2321 2385 3
9105	2 11890 182 3
9106	2 2737 151 236 11891 11892 3
9107	2 11893 501 3
9108	2 2848 8 6 7 45 3
9109	2 11894 11895 3
9110	2 2351 830 3
9111	2 2446 4620 3
9112	2 143 238 4 11897 3
9113	2 473 313 11898 3
9114	2 320 3614 3
9115	2 11899 11900 212 12 3
9116	2 11901 3
9117	2 11902 11903 3
9118	2 33 11904 11905 3
9119	2 11907 1451 3
9120	2 11908 182 3
9121	2 2422 10245 279 1929 3
9122	2 10900 542 493 3
9123	2 11909 3
9124	2 1048 396 11911 3
9125	2 5 5796 11912 11913 3
9126	2 6571 58 1214 3
9127	2 2256 409 3
9128	2 6565 1186 66 945 3
9129	2 1197 11916 3
9130	2 11917 3
9131	2 3238 11919 3
9132	2 1343 11920 7277 3
9133	2 11921 9 3
9134	2 11922 542 493 3
9135	2 11924 3
9136	2 525 1412 3028 3
9137	2 1526 11925 3
9138	2 11926 3
9139	2 179 1034 1973 3
9140	2 11927 3
9141	2 9651 1880 36 686 3
9142	2 1111 5254 3
9143	2 1072 3898 3
9144	2 7 170 134 156 107 3
9145	2 9654 169 3
9146	2 6653 11928 3
9147	2 11929 9830 11930 11931 119 307 10 287 4 5312 3
9148	2 473 313 11932 3
9149	2 11933 11934 3
9150	2 5051 66 1732 3
9151	2 755 862 115 3
9152	2 4535 94 11935 3
9153	2 11937 11938 11939 3
9154	2 1103 11940 3
9155	2 10668 541 3
9156	2 2314 231 3
9157	2 1612 11941 636 11942 94 5 808 11943 3
9158	2 150 722 11944 3
9159	2 2478 1808 3
9160	2 11945 11946 3
9161	2 665 791 1003 3
9162	2 11947 11948 3
9163	2 11949 3682 3
9164	2 2741 11950 3
9165	2 2988 6160 3
9166	2 34 236 11951 3
9167	2 11952 1430 4 2208 3
9168	2 11953 3506 10021 11 3506 1229 3
9169	2 305 1358 9626 3
9170	2 11954 58 3
9171	2 8627 8318 3
9172	2 11955 10 131 218 11956 3
9173	2 5898 233 106 3
9174	2 1004 11957 3
9175	2 152 2454 3
9176	2 433 2258 3
9177	2 8776 182 3
9178	2 11959 11960 3
9179	2 11962 3
9180	2 137 4 8111 3
9181	2 1032 31 8 6 7 638 1123 42 115 3
9182	2 150 4608 11964 3
9183	2 1524 11965 3
9184	2 161 9477 11966 11967 3
9185	2 965 4 11968 3
9186	2 11969 1017 11970 3
9187	2 18 4 9887 6178 335 11 11971 3
9188	2 752 233 106 3
9189	2 11972 3
9190	2 6179 4 1764 3
9191	2 10309 19 3
9192	2 11973 11974 1455 3
9193	2 11975 3
9194	2 11976 3
9195	2 11977 3305 3
9196	2 30 4 11978 11979 9068 3
9197	2 1032 134 3
9198	2 11980 7163 11981 3
9199	2 11982 11983 3
9200	2 1528 1540 11984 3
9201	2 1960 11985 3
9202	2 872 11986 3
9203	2 2147 97 3
9204	2 11987 6173 347 207 3
9205	2 600 11988 3
9206	2 11990 11991 3
9207	2 769 1424 848 3
9208	2 26 11992 3
9209	2 11993 2362 3
9210	2 11994 327 3
9211	2 2855 24 4 282 374 106 4 233 3
9212	2 830 10328 11995 106 3
9213	2 11997 4536 3
9214	2 11998 11999 210 3
9215	2 12000 3438 4 563 2964 3
9216	2 348 12001 368 313 3
9217	2 12002 3
9218	2 397 498 3
9219	2 401 8527 2204 3
9220	2 137 4 8774 9900 58 3
9221	2 369 12003 3
9222	2 2313 4 1137 169 3
9223	2 12004 1661 3
9224	2 5744 12005 3
9225	2 276 397 288 462 95 362 985 3
9226	2 264 12006 1548 3180 3
9227	2 12007 928 3
9228	2 12008 3
9229	2 9032 861 347 207 3
9230	2 12009 12010 3
9231	2 723 12011 3598 210 3
9232	2 12012 12013 3
9233	2 1484 674 715 1878 3
